Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
0,0|1|2|,225|123|52|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,225|123|52|,nan|nan|nan|,nan|nan|nan|,0|225|175|,0|0|0|,1065|225|175|,0|0|0|,278|63|59|,0|0|0|,0|0|0|,278|63|59|,0|0|0|,0|0|0|,277|63|58|,3|2|28|,0|0|0|
1,0|1|2|,274|61|30|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,274|61|30|,nan|nan|nan|,nan|nan|nan|,0|274|91|,0|0|0|,429|274|91|,0|0|0|,228|127|45|,0|0|0|,0|0|0|,228|127|45|,0|0|0|,0|0|0|,220|115|42|,2|8|17|,0|0|0|
2,0|1|2|,218|107|25|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,218|107|25|,nan|nan|nan|,nan|nan|nan|,0|218|132|,0|0|0|,954|218|132|,0|0|0|,292|65|43|,0|0|0|,0|0|0|,292|65|43|,0|0|0|,0|0|0|,286|62|41|,3|0|14|,0|0|0|
3,0|1|2|,283|62|27|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,283|62|27|,nan|nan|nan|,nan|nan|nan|,0|283|89|,0|0|0|,794|283|89|,0|0|0|,236|132|32|,0|0|0|,0|0|0|,236|132|32|,0|0|0|,0|0|0|,221|117|27|,0|4|9|,0|0|0|
4,0|1|2|,221|113|18|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,221|113|18|,nan|nan|nan|,nan|nan|nan|,0|221|131|,0|0|0|,1210|221|131|,0|0|0|,282|80|38|,0|0|0|,0|0|0|,282|80|38|,0|0|0|,0|0|0|,272|76|36|,3|3|15|,0|0|0|
5,0|1|2|,269|73|21|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,269|73|21|,nan|nan|nan|,nan|nan|nan|,0|269|94|,0|0|0|,682|269|94|,0|0|0|,245|112|43|,0|0|0|,0|0|0|,245|112|43|,0|0|0|,0|0|0|,235|104|42|,3|3|13|,0|0|0|
6,0|1|2|,232|101|29|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,232|101|29|,nan|nan|nan|,nan|nan|nan|,0|232|130|,0|0|0|,1007|232|130|,0|0|0|,252|100|48|,0|0|0|,0|0|0|,252|100|48|,0|0|0|,0|0|0|,233|87|45|,3|6|23|,0|0|0|
7,0|1|2|,230|81|22|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,230|81|22|,nan|nan|nan|,nan|nan|nan|,0|230|103|,0|0|0|,828|230|103|,0|0|0|,266|96|38|,0|0|0|,0|0|0|,266|96|38|,0|0|0|,0|0|0|,256|90|34|,3|4|21|,0|0|0|
8,0|1|2|,253|86|13|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,253|86|13|,nan|nan|nan|,nan|nan|nan|,0|253|99|,0|0|0|,883|253|99|,0|0|0|,273|90|37|,0|0|0|,0|0|0|,273|90|37|,0|0|0|,0|0|0|,258|81|36|,4|7|10|,0|0|0|
9,0|1|2|,254|74|26|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,254|74|26|,nan|nan|nan|,nan|nan|nan|,0|254|100|,0|0|0|,610|254|100|,0|0|0|,186|162|46|,0|0|0|,0|0|0|,186|162|46|,0|0|0|,0|0|0|,176|149|38|,3|11|16|,0|0|0|
10,0|1|2|,173|138|22|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,173|138|22|,nan|nan|nan|,nan|nan|nan|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|,NA|NA|NA|
