Year,K,GrowthRate,N_Initial,PopSizes_Mean,PopSizes_Std,N_Females,N_Males,N_YYMales,N_YYFemales,N_MatureFemales,N_MatureMales,N_MatureYYMales,N_MatureYYFemales,MatureCount,ImmatureCount,EggLayEvents,Births,EggDeaths,MyyProgeny,FyyProgeny,Capture_Back,SelectionDeaths_Emigration,MoveDeaths_Emigration,PNratio_Emi,N_beforePacking_AddAge0s,PackingDeaths_Emigration,YYSelectionPackingDeaths_Emi,WildSelectionPackingDeaths_Emi,N_Emigration,Deaths_EmiMort,N_EmiMortality,Capture_Out,SelectionDeaths_Immigration,MoveDeaths_Immigration,PNratio_Immi,PackingDeaths_Immigration,YYSelectionPackingDeaths_Immi,WildSelectionPackingDeaths_Immi,SelectionDeaths_Age0s_Immigration,N_Immigration,Deaths_ImmiMort,N_ImmiMortality,Alleles,He,Ho,p1,p2,q1,q2,MateDist,MateDist_SD,Female_EmigrationDist,Female_EmigrationDist_SD,Male_EmigrationDist,Male_EmigrationDist_SD,Female_FromHomeDist,Female_FromHomeDist_SD,Male_FromHomeDist,Male_FromHomeDist_SD,Female_StrayerDist,Female_StrayerDist_SD,Male_StrayerDist,Male_StrayerDist_SD,Female_HomeAttemptStrayDist,Female_HomeAttemptStrayDist_SD,Male_HomeAttemptStrayDist,Male_HomeAttemptStrayDist_SD,DeseaseStates,Residors,Strayers_1,Strayers_2,Immigrators,ResidentDispersers,ImmigrantDispersers,AA_aa_Mates,AA_AA_Mates,aa_aa_Mates,AA_Aa_Mates,aa_Aa_Mates,Aa_Aa_Mates
0,400.0|100.0|100.0|100.0|100.0|,0.88,400|100|100|100|100|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,193|40|45|55|53|,207|60|55|45|47|,0|0|0|0|0|,0|0|0|0|0|,82|19|20|25|18|,93|21|25|25|22|,0|0|0|0|0|,0|0|0|0|0|,175,225,82,1450|289|214|729|218|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,1850|389|314|829|318|,1450|289|214|729|218|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,22.0|15.0|7.0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,378|100|100|88|90|,26|6|8|7|5|,352|94|92|81|85|,4|4|4|4|4|,0.49895937499999987|0.49707499999999993|0.499|0.4933749999999999|0.49815|,0.49|0.515|0.53|0.465|0.45|,0.47375,0.52625,0.48125,0.51875,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400|100|100|100|100|,94|92|81|85|,0|0|0|0|,0|0|0|0|,0|0|0|0|,78|71|72|65|,0|0|0|0|,11,1,8,18,31,13
1,400.0|100.0|100.0|100.0|100.0|,0.9545454545454546,352|94|92|81|85|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,164|41|41|38|44|,188|53|51|43|41|,0|0|0|0|0|,0|0|0|0|0|,31|8|8|3|12|,35|8|13|6|8|,0|0|0|0|0|,0|0|0|0|0|,66,286,31,389|44|85|103|157|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,741|138|177|184|242|,341|38|77|84|142|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,29.0|19.0|10.0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,371|100|100|89|82|,35|11|11|7|6|,336|89|89|82|76|,4|4|4|4|4|,0.49427782799586784|0.47133884110457214|0.49973416824196604|0.4924935223289133|0.4948442906574394|,0.5511363636363636|0.5159574468085106|0.5489130434782609|0.5987654320987654|0.5470588235294118|,0.4375,0.5625,0.45738636363636365,0.5426136363636364,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,352|94|92|81|85|,89|89|82|76|,0|0|0|0|,0|0|0|0|,0|0|0|0|,41|50|47|47|,0|0|0|0|,1,1,6,7,8,8
2,400.0|100.0|100.0|100.0|100.0|,1.0714285714285714,336|89|89|82|76|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,175|43|52|48|32|,161|46|37|34|44|,0|0|0|0|0|,0|0|0|0|0|,80|22|25|22|11|,71|26|14|13|18|,0|0|0|0|0|,0|0|0|0|0|,151,185,80,1360|416|334|466|144|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,1696|505|423|548|220|,1296|405|323|448|120|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,15.0|0|12.0|0|3.0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,385|98|100|87|100|,25|5|5|4|11|,360|93|95|83|89|,4|4|4|4|4|,0.4908300559807256|0.4671758616336321|0.4968122711778816|0.4862804878048781|0.48125865650969535|,0.4836309523809524|0.42696629213483145|0.5|0.5060975609756098|0.506578947368421|,0.4330357142857143,0.5669642857142857,0.43154761904761907,0.5684523809523809,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,336|89|89|82|76|,93|95|83|89|,0|0|0|0|,0|0|0|0|,0|0|0|0|,82|77|70|62|,0|0|0|0|,10,3,13,14,26,14
3,400.0|100.0|100.0|100.0|100.0|,1.0,360|93|95|83|89|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,180|41|51|40|48|,180|52|44|43|41|,0|0|0|0|0|,0|0|0|0|0|,42|8|13|8|13|,27|3|5|5|14|,0|0|0|0|0|,0|0|0|0|0|,69,291,42,433|57|54|125|197|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,793|150|149|208|286|,393|50|49|108|186|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,15.0|0|15.0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,385|93|100|100|92|,25|8|7|4|6|,360|85|93|96|86|,4|4|4|4|4|,0.4818730709876544|0.4962423401549312|0.473185595567867|0.4633473653650747|0.4793902285065017|,0.45694444444444443|0.4838709677419355|0.42105263157894735|0.4457831325301205|0.47752808988764045|,0.4013888888888889,0.5986111111111111,0.4083333333333333,0.5916666666666667,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360|93|95|83|89|,85|93|96|86|,0|0|0|0|,0|0|0|0|,0|0|0|0|,35|41|62|56|,0|0|0|0|,10,1,8,3,15,5
4,400.0|100.0|100.0|100.0|100.0|,0.9694444444444444,360|85|93|96|86|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,171|44|43|43|41|,189|41|50|53|45|,0|0|0|0|0|,0|0|0|0|0|,77|21|28|14|14|,89|29|24|20|16|,0|0|0|0|0|,0|0|0|0|0|,166,194,77,1311|454|489|130|238|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,1671|539|582|226|324|,1271|439|482|126|224|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,24.0|0|0|20.0|4.0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,376|92|84|100|100|,27|4|5|9|9|,349|88|79|91|91|,4|4|4|4|4|,0.47536072530864204|0.48031141868512117|0.48817782402589893|0.4396430121527779|0.4731611681990264|,0.4486111111111111|0.4411764705882353|0.42473118279569894|0.4635416666666667|0.46511627906976744|,0.36527777777777776,0.6347222222222222,0.41944444444444445,0.5805555555555556,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360|85|93|96|86|,88|79|91|91|,0|0|0|0|,0|0|0|0|,0|0|0|0|,73|68|65|69|,0|0|0|0|,11,1,15,10,26,14
5,400.0|100.0|100.0|100.0|100.0|,1.008595988538682,349|88|79|91|91|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,176|47|33|43|53|,173|41|46|48|38|,0|0|0|0|0|,0|0|0|0|0|,39|8|3|14|14|,35|7|8|12|8|,0|0|0|0|0|,0|0|0|0|0|,74,275,39,696|139|16|372|169|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,1045|227|95|463|260|,650|127|0|363|160|,0|0|0|0|0|,0|0|0|0|0|,395|100|95|100|100|,0|0|0|0|0|,395|100|95|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,29.0|0|29.0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,366|82|100|95|89|,14|5|4|2|3|,352|77|96|93|86|,4|4|4|4|4|,0.45759476523181253|0.45015495867768596|0.4575388559525717|0.4692971863301534|0.44309262166405017|,0.44412607449856734|0.45454545454545453|0.4177215189873418|0.521978021978022|0.3791208791208791|,0.32521489971346706,0.6747851002865329,0.39111747851002865,0.6088825214899714,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,349|88|79|91|91|,77|96|93|86|,0|0|0|0|,0|0|0|0|,0|0|0|0|,44|39|75|53|,0|0|0|0|,1,0,9,2,16,11
6,400.0|100.0|100.0|100.0|100.0|,0.9772727272727273,352|77|96|93|86|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,177|42|43|42|50|,175|35|53|51|36|,0|0|0|0|0|,0|0|0|0|0|,71|18|24|8|21|,70|15|33|10|12|,0|0|0|0|0|,0|0|0|0|0|,141,211,71,1178|390|336|136|316|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,1530|467|432|229|402|,1130|367|332|129|302|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,30.0|0|12.0|18.0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,370|83|100|100|87|,26|6|6|8|6|,344|77|94|92|81|,4|4|4|4|4|,0.4664054429235537|0.46087029853263617|0.473388671875|0.4546190311018614|0.46373039480800426|,0.4403409090909091|0.4155844155844156|0.453125|0.46236559139784944|0.42441860465116277|,0.31676136363636365,0.6832386363636364,0.5042613636363636,0.49573863636363635,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,352|77|96|93|86|,77|94|92|81|,0|0|0|0|,0|0|0|0|,0|0|0|0|,65|81|63|64|,0|0|0|0|,4,0,13,6,36,12
7,400.0|100.0|100.0|100.0|100.0|,0.9563953488372093,344|77|94|92|81|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,176|42|47|42|45|,168|35|47|50|36|,0|0|0|0|0|,0|0|0|0|0|,30|8|2|13|7|,41|4|11|16|10|,0|0|0|0|0|,0|0|0|0|0|,71,273,30,392|57|0|220|115|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,736|134|94|312|196|,342|34|0|212|96|,0|0|0|0|0|,0|0|0|0|0|,394|100|94|100|100|,0|0|0|0|0|,394|100|94|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,34.0|0|34.0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,360|100|100|84|76|,31|8|11|8|4|,329|92|89|76|72|,4|4|4|4|4|,0.4619726879394267|0.45172035756451345|0.45671118153010415|0.46928166351606804|0.4624676116445664|,0.45348837209302323|0.44805194805194803|0.5|0.44565217391304346|0.41358024691358025|,0.32558139534883723,0.6744186046511628,0.4127906976744186,0.5872093023255814,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,344|77|94|92|81|,92|89|76|72|,0|0|0|0|,0|0|0|0|,0|0|0|0|,40|30|58|34|,0|0|0|0|,5,0,7,2,16,0
8,400.0|100.0|100.0|100.0|100.0|,1.088145896656535,329|92|89|76|72|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,156|50|43|30|33|,173|42|46|46|39|,0|0|0|0|0|,0|0|0|0|0|,82|28|29|7|18|,85|24|30|11|20|,0|0|0|0|0|,0|0|0|0|0|,167,162,82,1373|587|463|109|214|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,1702|679|552|185|286|,1302|579|452|85|186|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,22.0|0|0|22.0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,378|90|99|100|89|,20|6|5|2|7|,358|84|94|98|82|,4|4|4|4|4|,0.44917822266978313|0.4567284971644613|0.4685330135083954|0.43308518005540175|0.4141589506172839|,0.44984802431610943|0.45108695652173914|0.4887640449438202|0.4605263157894737|0.3888888888888889|,0.2750759878419453,0.7249240121580547,0.4848024316109423,0.5151975683890577,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,329|92|89|76|72|,84|94|98|82|,0|0|0|0|,0|0|0|0|,0|0|0|0|,73|84|70|67|,0|0|0|0|,3,0,23,4,31,21
9,400.0|100.0|100.0|100.0|100.0|,1.0139664804469273,358|84|94|98|82|,0.0|0.0|0.0|0.0|,0.0|0.0|0.0|0.0|,182|51|51|40|40|,176|33|43|58|42|,0|0|0|0|0|,0|0|0|0|0|,30|8|5|11|6|,34|3|5|17|9|,0|0|0|0|0|,0|0|0|0|0|,64,294,30,345|131|56|121|37|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,703|215|150|219|119|,303|115|50|119|19|,0|0|0|0|0|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|0|,400|100|100|100|100|,0|0|0|0|,0|0|0|0|0|,0|0|0|0|0|,400.0|100.0|100.0|100.0|100.0|,16.0|0|3.0|0|13.0|,0|0|0|0|0|,0|0|0|0|0|,0|0|0|0|,384|94|100|90|100|,21|3|6|10|2|,363|91|94|80|98|,4|4|4|4|4|,0.44072243375674924|0.4539399092970522|0.4235796740606609|0.4448146605581007|0.4271267102914932|,0.4259776536312849|0.40476190476190477|0.42021276595744683|0.46938775510204084|0.4024390243902439|,0.26675977653631283,0.7332402234636871,0.4301675977653631,0.5698324022346368,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,358|84|94|98|82|,91|94|80|98|,0|0|0|0|,0|0|0|0|,0|0|0|0|,52|39|51|40|,0|0|0|0|,2,0,7,0,16,5
