Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,N_BeforePacking_AddAge0s,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
0,0|1|2|,225|136|39|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,225|136|39|,nan|nan|nan|,nan|nan|nan|,0|225|175|,0|0|0|,1450|225|175|,0|0|0|,311|47|42|,0|0|0|,0|0|0|,311|47|42|,0|0|0|,0|0|0|,294|44|40|,8|3|15|,0|0|0|
1,0|1|2|,286|41|25|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,286|41|25|,nan|nan|nan|,nan|nan|nan|,0|286|66|,0|0|0|,389|286|66|,0|0|0|,206|159|35|,0|0|0|,0|0|0|,206|159|35|,0|0|0|,0|0|0|,192|146|33|,7|10|18|,0|0|0|
2,0|1|2|,185|136|15|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,185|136|15|,nan|nan|nan|,nan|nan|nan|,0|185|151|,0|0|0|,1360|185|151|,0|0|0|,312|49|39|,0|0|0|,0|0|0|,312|49|39|,0|0|0|,0|0|0|,297|49|39|,6|1|18|,0|0|0|
3,0|1|2|,291|48|21|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,291|48|21|,nan|nan|nan|,nan|nan|nan|,0|291|69|,0|0|0|,433|291|69|,0|0|0|,205|159|36|,0|0|0|,0|0|0|,205|159|36|,0|0|0|,0|0|0|,198|152|35|,4|12|9|,0|0|0|
4,0|1|2|,194|140|26|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,194|140|26|,nan|nan|nan|,nan|nan|nan|,0|194|166|,0|0|0|,1311|194|166|,0|0|0|,295|65|40|,0|0|0|,0|0|0|,295|65|40|,0|0|0|,0|0|0|,281|59|36|,6|2|19|,0|0|0|
5,0|1|2|,275|57|17|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,275|57|17|,nan|nan|nan|,nan|nan|nan|,0|275|74|,0|0|0|,696|275|74|,0|0|0|,227|139|29|,0|0|0|,0|0|0|,227|139|29|,0|0|0|,0|0|0|,216|122|28|,5|2|7|,0|0|0|
6,0|1|2|,211|120|21|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,211|120|21|,nan|nan|nan|,nan|nan|nan|,0|211|141|,0|0|0|,1178|211|141|,0|0|0|,298|63|39|,0|0|0|,0|0|0|,298|63|39|,0|0|0|,0|0|0|,280|53|37|,7|3|16|,0|0|0|
7,0|1|2|,273|50|21|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,273|50|21|,nan|nan|nan|,nan|nan|nan|,0|273|71|,0|0|0|,392|273|71|,0|0|0|,176|179|39|,0|0|0|,0|0|0|,176|179|39|,0|0|0|,0|0|0|,166|156|38|,4|8|19|,0|0|0|
8,0|1|2|,162|148|19|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,162|148|19|,nan|nan|nan|,nan|nan|nan|,0|162|167|,0|0|0|,1373|162|167|,0|0|0|,311|49|40|,0|0|0|,0|0|0|,311|49|40|,0|0|0|,0|0|0|,297|42|39|,3|1|16|,0|0|0|
9,0|1|2|,294|41|23|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,294|41|23|,nan|nan|nan|,nan|nan|nan|,0|294|64|,0|0|0|,345|294|64|,0|0|0|,192|174|34|,0|0|0|,0|0|0|,192|174|34|,0|0|0|,0|0|0|,186|168|30|,4|7|10|,0|0|0|
10,0|1|2|,182|161|20|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,182|161|20|,nan|nan|nan|,nan|nan|nan|,0|182|181|,0|0|0|,1716|182|181|,0|0|0|,328|37|35|,0|0|0|,0|0|0|,328|37|35|,0|0|0|,0|0|0|,311|33|32|,5|1|10|,0|0|0|
11,0|1|2|,306|32|22|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,306|32|22|,nan|nan|nan|,nan|nan|nan|,0|306|54|,0|0|0|,411|306|54|,0|0|0|,191|176|33|,0|0|0|,0|0|0|,191|176|33|,0|0|0|,0|0|0|,179|164|26|,3|8|13|,0|0|0|
12,0|1|2|,176|156|13|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,176|156|13|,nan|nan|nan|,nan|nan|nan|,0|176|169|,0|0|0|,1249|176|169|,0|0|0|,310|41|49|,0|0|0|,0|0|0|,310|41|49|,0|0|0|,0|0|0|,293|41|47|,8|4|19|,0|0|0|
13,0|1|2|,285|37|28|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,285|37|28|,nan|nan|nan|,nan|nan|nan|,0|285|65|,0|0|0|,408|285|65|,0|0|0|,202|164|34|,0|0|0|,0|0|0|,202|164|34|,0|0|0|,0|0|0|,190|159|33|,5|9|15|,0|0|0|
14,0|1|2|,185|150|18|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,185|150|18|,nan|nan|nan|,nan|nan|nan|,0|185|168|,0|0|0|,1628|185|168|,0|0|0|,330|44|26|,0|0|0|,0|0|0|,330|44|26|,0|0|0|,0|0|0|,313|40|24|,6|3|13|,0|0|0|
15,0|1|2|,307|37|11|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,307|37|11|,nan|nan|nan|,nan|nan|nan|,0|307|48|,0|0|0|,617|307|48|,0|0|0|,254|131|15|,0|0|0|,0|0|0|,254|131|15|,0|0|0|,0|0|0|,244|125|14|,3|9|7|,0|0|0|
16,0|1|2|,241|116|7|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,241|116|7|,nan|nan|nan|,nan|nan|nan|,0|241|123|,0|0|0|,926|241|123|,0|0|0|,282|76|42|,0|0|0|,0|0|0|,282|76|42|,0|0|0|,0|0|0|,271|75|41|,6|3|21|,0|0|0|
17,0|1|2|,265|72|20|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,265|72|20|,nan|nan|nan|,nan|nan|nan|,0|265|92|,0|0|0|,681|265|92|,0|0|0|,228|135|37|,0|0|0|,0|0|0|,228|135|37|,0|0|0|,0|0|0|,214|130|36|,3|4|13|,0|0|0|
18,0|1|2|,211|126|23|,nan|nan|nan|,nan|nan|nan|,0.0|0.0|0.0|,211|126|23|,nan|nan|nan|,nan|nan|nan|,0|211|149|,0|0|0|,1052|211|149|,0|0|0|,275|79|46|,0|0|0|,0|0|0|,275|79|46|,0|0|0|,0|0|0|,258|70|42|,8|4|9|,0|0|0|
